fips,name,race,total,location,priority
70122,SKOKIE,Non-Hispanic Asian,18726,SCC,NO
70122,SKOKIE,Non-Hispanic Black,5256,SCC,NO
70122,SKOKIE,Non-Hispanic Multiracial,2457,SCC,NO
70122,SKOKIE,Non-Hispanic Other,503,SCC,NO
70122,SKOKIE,Non-Hispanic White,33697,SCC,NO
70564,SOUTH BARRINGTON,Hispanic/Latino,161,NORTH,NO
70564,SOUTH BARRINGTON,Non-Hispanic Asian,2041,NORTH,NO
70564,SOUTH BARRINGTON,Non-Hispanic Black,39,NORTH,NO
70564,SOUTH BARRINGTON,Non-Hispanic Multiracial,159,NORTH,NO
70564,SOUTH BARRINGTON,Non-Hispanic Other,5,NORTH,NO
70564,SOUTH BARRINGTON,Non-Hispanic White,2672,NORTH,NO
70629,SOUTH CHICAGO HEIGHTS,Hispanic/Latino,1900,SOUTH,NO
70629,SOUTH CHICAGO HEIGHTS,Non-Hispanic Asian,65,SOUTH,NO
70629,SOUTH CHICAGO HEIGHTS,Non-Hispanic Black,671,SOUTH,NO
70629,SOUTH CHICAGO HEIGHTS,Non-Hispanic Multiracial,104,SOUTH,NO
70629,SOUTH CHICAGO HEIGHTS,Non-Hispanic Other,16,SOUTH,NO
70629,SOUTH CHICAGO HEIGHTS,Non-Hispanic White,1270,SOUTH,NO
70850,SOUTH HOLLAND,Hispanic/Latino,1417,SOUTH,NO
70850,SOUTH HOLLAND,Non-Hispanic Asian,87,SOUTH,NO
70850,SOUTH HOLLAND,Non-Hispanic Black,17277,SOUTH,NO
70850,SOUTH HOLLAND,Non-Hispanic Multiracial,478,SOUTH,NO
70850,SOUTH HOLLAND,Non-Hispanic Other,112,SOUTH,NO
70850,SOUTH HOLLAND,Non-Hispanic White,2094,SOUTH,NO
72520,STEGER,Hispanic/Latino,1000,SOUTH,NO
72520,STEGER,Non-Hispanic Asian,61,SOUTH,NO
72520,STEGER,Non-Hispanic Black,751,SOUTH,NO
72520,STEGER,Non-Hispanic Multiracial,163,SOUTH,NO
72520,STEGER,Non-Hispanic Other,28,SOUTH,NO
72520,STEGER,Non-Hispanic White,2115,SOUTH,NO
72676,STICKNEY,Hispanic/Latino,4568,SCC,NO
72676,STICKNEY,Non-Hispanic Asian,91,SCC,NO
72676,STICKNEY,Non-Hispanic Black,168,SCC,NO
72676,STICKNEY,Non-Hispanic Multiracial,122,SCC,NO
72676,STICKNEY,Non-Hispanic Other,50,SCC,NO
72676,STICKNEY,Non-Hispanic White,2111,SCC,NO
72923,STONE PARK,Hispanic/Latino,4087,WEST,NO
72923,STONE PARK,Non-Hispanic Asian,44,WEST,NO
72923,STONE PARK,Non-Hispanic Black,134,WEST,NO
72923,STONE PARK,Non-Hispanic Multiracial,22,WEST,NO
72923,STONE PARK,Non-Hispanic Other,9,WEST,NO
72923,STONE PARK,Non-Hispanic White,280,WEST,NO
73157,STREAMWOOD,Hispanic/Latino,13365,NORTH,NO
73157,STREAMWOOD,Non-Hispanic Asian,6291,NORTH,NO
73157,STREAMWOOD,Non-Hispanic Black,2251,NORTH,NO
73157,STREAMWOOD,Non-Hispanic Multiracial,963,NORTH,NO
73157,STREAMWOOD,Non-Hispanic Other,144,NORTH,NO
73157,STREAMWOOD,Non-Hispanic White,16563,NORTH,NO
73638,SUMMIT,Hispanic/Latino,8120,SOUTHWEST,NO
73638,SUMMIT,Non-Hispanic Asian,222,SOUTHWEST,NO
73638,SUMMIT,Non-Hispanic Black,852,SOUTHWEST,NO
73638,SUMMIT,Non-Hispanic Multiracial,115,SOUTHWEST,NO
73638,SUMMIT,Non-Hispanic Other,61,SOUTHWEST,NO
73638,SUMMIT,Non-Hispanic White,1791,SOUTHWEST,NO
75185,THORNTON,Hispanic/Latino,442,SOUTH,NO
75185,THORNTON,Non-Hispanic Asian,9,SOUTH,NO
75185,THORNTON,Non-Hispanic Black,528,SOUTH,NO
75185,THORNTON,Non-Hispanic Multiracial,71,SOUTH,NO
75185,THORNTON,Non-Hispanic Other,11,SOUTH,NO
75185,THORNTON,Non-Hispanic White,1325,SOUTH,NO
75484,TINLEY PARK,Hispanic/Latino,4105,SOUTH,NO
75484,TINLEY PARK,Non-Hispanic Asian,1776,SOUTH,NO
75484,TINLEY PARK,Non-Hispanic Black,3109,SOUTH,NO
75484,TINLEY PARK,Non-Hispanic Multiracial,1206,SOUTH,NO
75484,TINLEY PARK,Non-Hispanic Other,122,SOUTH,NO
75484,TINLEY PARK,Non-Hispanic White,37951,SOUTH,NO
76935,UNIVERSITY PARK,Hispanic/Latino,7,SOUTH,NO
76935,UNIVERSITY PARK,Non-Hispanic Asian,0,SOUTH,NO
76935,UNIVERSITY PARK,Non-Hispanic Black,286,SOUTH,NO
76935,UNIVERSITY PARK,Non-Hispanic Multiracial,11,SOUTH,NO
76935,UNIVERSITY PARK,Non-Hispanic Other,4,SOUTH,NO
76935,UNIVERSITY PARK,Non-Hispanic White,9,SOUTH,NO
80047,WESTCHESTER,Hispanic/Latino,3550,WEST,NO
80047,WESTCHESTER,Non-Hispanic Asian,687,WEST,NO
80047,WESTCHESTER,Non-Hispanic Black,3311,WEST,NO
80047,WESTCHESTER,Non-Hispanic Multiracial,396,WEST,NO
80047,WESTCHESTER,Non-Hispanic Other,71,WEST,NO
80047,WESTCHESTER,Non-Hispanic White,8877,WEST,NO
80242,WESTERN SPRINGS,Hispanic/Latino,624,WEST,NO
80242,WESTERN SPRINGS,Non-Hispanic Asian,246,WEST,NO
80242,WESTERN SPRINGS,Non-Hispanic Black,57,WEST,NO
80242,WESTERN SPRINGS,Non-Hispanic Multiracial,362,WEST,NO
80242,WESTERN SPRINGS,Non-Hispanic Other,31,WEST,NO
80242,WESTERN SPRINGS,Non-Hispanic White,12309,WEST,NO
81087,WHEELING,Hispanic/Latino,13047,NORTH,NO
81087,WHEELING,Non-Hispanic Asian,6506,NORTH,NO
81087,WHEELING,Non-Hispanic Black,885,NORTH,NO
81087,WHEELING,Non-Hispanic Multiracial,694,NORTH,NO
81087,WHEELING,Non-Hispanic Other,200,NORTH,NO
81087,WHEELING,Non-Hispanic White,17805,NORTH,NO
82049,WILLOW SPRINGS,Hispanic/Latino,715,SOUTHWEST,NO
82049,WILLOW SPRINGS,Non-Hispanic Asian,202,SOUTHWEST,NO
82049,WILLOW SPRINGS,Non-Hispanic Black,77,SOUTHWEST,NO
82049,WILLOW SPRINGS,Non-Hispanic Multiracial,154,SOUTHWEST,NO
82049,WILLOW SPRINGS,Non-Hispanic Other,30,SOUTHWEST,NO
82049,WILLOW SPRINGS,Non-Hispanic White,4679,SOUTHWEST,NO
82075,WILMETTE,Hispanic/Latino,1390,NORTH,NO
82075,WILMETTE,Non-Hispanic Asian,3297,NORTH,NO
82075,WILMETTE,Non-Hispanic Black,232,NORTH,NO
82075,WILMETTE,Non-Hispanic Multiracial,1233,NORTH,NO
82075,WILMETTE,Non-Hispanic Other,139,NORTH,NO
82075,WILMETTE,Non-Hispanic White,21879,NORTH,NO
82530,WINNETKA,Hispanic/Latino,511,NORTH,NO
82530,WINNETKA,Non-Hispanic Asian,444,NORTH,NO
82530,WINNETKA,Non-Hispanic Black,29,NORTH,NO
82530,WINNETKA,Non-Hispanic Multiracial,449,NORTH,NO
82530,WINNETKA,Non-Hispanic Other,54,NORTH,NO
82530,WINNETKA,Non-Hispanic White,11257,NORTH,NO
83245,WOODRIDGE,Hispanic/Latino,0,NA,NA
83245,WOODRIDGE,Non-Hispanic Asian,0,NA,NA
83245,WOODRIDGE,Non-Hispanic Black,0,NA,NA
83245,WOODRIDGE,Non-Hispanic Multiracial,0,NA,NA
83245,WOODRIDGE,Non-Hispanic Other,0,NA,NA
83245,WOODRIDGE,Non-Hispanic White,0,NA,NA
83518,WORTH,Hispanic/Latino,1708,SOUTHWEST,NO
83518,WORTH,Non-Hispanic Asian,242,SOUTHWEST,NO
83518,WORTH,Non-Hispanic Black,466,SOUTHWEST,NO
83518,WORTH,Non-Hispanic Multiracial,344,SOUTHWEST,NO
83518,WORTH,Non-Hispanic Other,72,SOUTHWEST,NO
83518,WORTH,Non-Hispanic White,8138,SOUTHWEST,NO
